Date,Open,High,Low,Close,Adj Close,Volume
1999-01-22,0.04374999925494194,0.04882799834012985,0.038802001625299454,0.041016001254320145,0.0376177653670311,2714688000
1999-01-25,0.04427099972963333,0.04583299905061722,0.041016001254320145,0.04531300067901611,0.04155873879790306,510480000
1999-01-26,0.04583299905061722,0.046744998544454575,0.04114599898457527,0.04179700091481209,0.03833404555916786,343200000
1999-01-27,0.041926998645067215,0.04296899959445,0.0395830012857914,0.04166699945926666,0.03821483254432678,244368000
1999-01-28,0.04166699945926666,0.041926998645067215,0.0412760004401207,0.04153599962592125,0.03809467330574989,227520000
1999-01-29,0.04153599962592125,0.04166699945926666,0.0395830012857914,0.0395830012857914,0.036303501576185226,244032000
1999-02-01,0.0395830012857914,0.04062499850988388,0.0395830012857914,0.04036499932408333,0.037020694464445114,154704000
1999-02-02,0.0395830012857914,0.04062499850988388,0.03606799989938736,0.03723999857902527,0.03415459394454956,264096000
1999-02-03,0.036719001829624176,0.0385419987142086,0.03645800054073334,0.03802099823951721,0.034870900213718414,75120000
1999-02-04,0.0385419987142086,0.04114599898457527,0.03802099823951721,0.04010400176048279,0.036781322211027145,181920000
1999-02-05,0.040754999965429306,0.04166699945926666,0.03971400111913681,0.0412760004401207,0.03785621374845505,136848000
1999-02-08,0.04153599962592125,0.04166699945926666,0.03984399884939194,0.03984399884939194,0.036542851477861404,154080000
1999-02-09,0.04062499850988388,0.04088500142097473,0.03776000067591667,0.03828100115060806,0.035109348595142365,86976000
1999-02-10,0.03828100115060806,0.039322998374700546,0.03723999857902527,0.037891000509262085,0.034751664847135544,148224000
1999-02-11,0.03802099823951721,0.04270799830555916,0.03802099823951721,0.04114599898457527,0.03773697093129158,132240000
1999-02-12,0.04166699945926666,0.04374999925494194,0.04166699945926666,0.04349000006914139,0.03988679125905037,109728000
1999-02-16,0.04427099972963333,0.04609400033950806,0.039322998374700546,0.04374999925494194,0.04012524336576462,211008000
1999-02-17,0.04270799830555916,0.04322899878025055,0.04062499850988388,0.041405998170375824,0.037975434213876724,67728000
1999-02-18,0.04270799830555916,0.04322899878025055,0.04088500142097473,0.04205700010061264,0.03857249766588211,70704000
